,OBJECTID,ID,SUB_1,SUB_2,VOLTAGE,TYPE,STATUS,SHAPE_Length,geometry
65521,65522,178340,UNKNOWN174839,TAP174840,69.0,AC; OVERHEAD,NOT AVAILABLE,0.2335024878873423,"MULTILINESTRING ((-91.155895 40.107551, -91.155645 40.107813, -91.152254 40.107712, -91.140194 40.107501, -91.115069 40.1072, -91.091004 40.107022, -91.067212 40.106835, -91.06696 40.118497, -91.066902 40.121426, -91.052868 40.121269, -91.031207 40.121194, -91.029822 40.121341, -91.028805 40.121459, -91.011837 40.12103, -90.988701 40.120581, -90.968259 40.120081, -90.960987 40.120033, -90.960647 40.134686, -90.953097 40.134538, -90.951146 40.134496))"
25844,25845,110945,UNKNOWN108637,UNKNOWN120335,-999999.0,OVERHEAD,IN SERVICE,0.0506491256896404,"MULTILINESTRING ((-82.7040286 27.829953, -82.704534 27.8304133, -82.704893 27.830315, -82.704861 27.831503, -82.713741 27.839531, -82.725462 27.850031, -82.727754 27.852155, -82.733718 27.857444, -82.736755 27.860139, -82.739992 27.862927, -82.739957 27.863687, -82.7399564 27.8640462, -82.7401018 27.8640783))"
11820,11821,109183,J H CAMPBELL,UNKNOWN128738,345.0,AC; OVERHEAD,IN SERVICE,0.0108934434732752,"MULTILINESTRING ((-86.200849 42.9124909, -86.2000839 42.9126133, -86.1969573 42.9129348, -86.1941992 42.9132564, -86.1923249 42.9152463, -86.1908611 42.9151832))"
41064,41065,130037,TULSA SOUTHEAST,TAP148881,138.0,AC; OVERHEAD,IN SERVICE,0.0606050103671457,"MULTILINESTRING ((-95.9031183 36.1132098, -95.9033105 36.1128988, -95.9033945 36.1116809, -95.9035158 36.1112517, -95.9017287 36.1093899, -95.9002683 36.1078548, -95.899559 36.1072576, -95.8987892 36.106735, -95.8979119 36.106343, -95.8774049 36.1007812, -95.8763597 36.1005012, -95.8754358 36.1001419, -95.8745446 36.099736, -95.8665598 36.0948862, -95.8553776 36.0880548, -95.8553762 36.0837468))"
80474,80475,300165,TAP300023,RAINBOW VALLEY,-999999.0,AC; OVERHEAD,IN SERVICE,0.1229689189630795,"MULTILINESTRING ((-112.4271126 33.2175411, -112.5500807 33.2179825))"
54717,54718,170644,UNKNOWN111251,UNKNOWN169078,-999999.0,OVERHEAD,IN SERVICE,0.1493634910103801,"MULTILINESTRING ((-83.078722 34.245376, -83.0786998 34.2451207, -83.080118 34.244224, -83.077477 34.241176, -83.076419 34.239943, -83.075622 34.238744, -83.074713 34.237918, -83.073068 34.235972, -83.072081 34.234792, -83.0679256 34.2308629, -83.063156 34.226309, -83.059084 34.222421, -83.055579 34.219107, -83.051286 34.215018, -83.042541 34.206716, -83.03836 34.202742, -83.033209 34.197857, -83.032081 34.197362, -83.023188 34.193461, -83.011085 34.188727, -83.00542 34.186573, -82.998844 34.184099, -82.991152 34.181211, -82.983662 34.17841, -82.977518 34.176101, -82.972316 34.174475, -82.967146 34.171902, -82.962962 34.169815, -82.960046 34.168284, -82.95831 34.167318, -82.9585465 34.1669792))"
46631,46632,136651,UNKNOWN122470,TAP152685,115.0,AC; OVERHEAD,IN SERVICE,0.0428635512985441,"MULTILINESTRING ((-80.9802169 34.0381245, -80.9792889 34.0387104, -80.9784948 34.0386331, -80.9774478 34.0393797, -80.9769606 34.0389478, -80.9750154 34.0384195, -80.97463 34.0383482, -80.9740874 34.0388871, -80.9739982 34.0389906, -80.9704897 34.0396224, -80.9660246 34.0404433, -80.9639902 34.0407788, -80.9626196 34.0404825, -80.9621521 34.0419638, -80.9617309 34.0432808, -80.9602782 34.048142, -80.9596215 34.0503514, -80.9593146 34.0513257, -80.9591682 34.0517755, -80.9574122 34.0552411, -80.9570231 34.0560906, -80.9568483 34.0568294, -80.956859 34.0596705, -80.9569054 34.0620904, -80.9569732 34.0632254, -80.9568839 34.0634075, -80.9567626 34.0635181))"
9979,9980,175040,TAP155418,TAP173375,161.0,AC; OVERHEAD,IN SERVICE,0.3717127417568487,"MULTILINESTRING ((-84.8752543 35.6734805, -84.8763464 35.6758433, -84.8785736 35.6768142, -84.887211 35.6806546, -84.8963196 35.6847378, -84.8975903 35.6852803, -84.8989822 35.685937, -84.9024586 35.6916049, -84.9043289 35.694653, -84.9077339 35.6959379, -84.9137872 35.6982222, -84.9173422 35.6995642, -84.9274858 35.7034189, -84.9356593 35.7065312, -84.9368799 35.7065527, -84.9473662 35.7066526, -84.9593872 35.7068025, -84.9682888 35.7069167, -84.978718 35.7069952, -84.9881478 35.7070809, -84.9903535 35.7071166, -85.0016036 35.7072237, -85.0104124 35.7073165, -85.0120542 35.7073307, -85.0227975 35.7074592, -85.0316134 35.7075592, -85.0431776 35.7076805, -85.0528786 35.707809, -85.0650853 35.7079161, -85.0751361 35.7080232, -85.0847801 35.7081231, -85.08715 35.7081017, -85.0989069 35.7095008, -85.0991068 35.7095294, -85.1083653 35.7079661, -85.1197724 35.705953, -85.1292379 35.7043754, -85.139146 35.7026908, -85.1399526 35.7028621, -85.1521664 35.7057389, -85.1563995 35.706724, -85.162617 35.7086156, -85.1725037 35.7115709, -85.1824831 35.7145262, -85.1924126 35.7175529, -85.2026491 35.7206153, -85.2136493 35.7239346, -85.2240785 35.726997, -85.2316523 35.7292741, -85.2317999 35.729319))"
37147,37148,161510,TAP161578,UNKNOWN161579,69.0,AC; OVERHEAD,IN SERVICE,0.2034412427003519,"MULTILINESTRING ((-93.795064 47.367906, -93.795121 47.371568, -93.795153 47.375059, -93.795211 47.3782, -93.795275 47.382568, -93.795286 47.385167, -93.795257 47.386933, -93.795321 47.387901, -93.795314 47.389924, -93.795382 47.39319, -93.795364 47.395267, -93.794868 47.396224, -93.795118 47.39742, -93.795286 47.398273, -93.795368 47.400771, -93.795475 47.404351, -93.795542 47.405686, -93.79555 47.408002, -93.795542 47.409294, -93.795539 47.411536, -93.79555 47.412721, -93.795493 47.416358, -93.795489 47.418767, -93.795532 47.421208, -93.795578 47.424867, -93.795628 47.428564, -93.795639 47.432266, -93.795675 47.435949, -93.795703 47.438412, -93.795721 47.440903, -93.795721 47.443355, -93.795714 47.447067, -93.7957 47.449516, -93.795696 47.450747, -93.795617 47.453217, -93.795525 47.455687, -93.79555 47.459367, -93.795518 47.461811, -93.795482 47.465473, -93.795452 47.469144, -93.795474 47.471564, -93.795474 47.475419, -93.795497 47.478678, -93.795512 47.482641, -93.795594 47.487355, -93.795673 47.489746, -93.795833 47.493494, -93.795979 47.497138, -93.795951 47.499604, -93.795919 47.503316, -93.795862 47.505746, -93.795812 47.509365, -93.795726 47.513006, -93.795592 47.516587, -93.795411 47.518948, -93.795313 47.521277, -93.79531 47.5238, -93.79542 47.527514, -93.795536 47.529986, -93.79564 47.531277, -93.795723 47.532586, -93.795509 47.533775, -93.795081 47.535976, -93.794577 47.538666, -93.794479 47.540682, -93.794615 47.543193, -93.794723 47.545762, -93.794797 47.547018, -93.794913 47.549466, -93.794975 47.550843, -93.795124 47.554245, -93.795181 47.555712, -93.795365 47.559251, -93.793925 47.561167, -93.79317 47.562074, -93.792123 47.562615, -93.791073 47.563138, -93.789973 47.565131, -93.78889 47.56713, -93.789241 47.567246, -93.78895 47.56762, -93.7890649 47.5680361))"
52578,52579,168495,TAP167516,DEADEND167522,69.0,AC; OVERHEAD,IN SERVICE,0.2140345525840514,"MULTILINESTRING ((-81.024748 32.722118, -81.024424 32.713189, -81.023957 32.7015, -81.023686 32.694051, -81.024692 32.678614, -81.025363 32.669834, -81.021608 32.65611, -81.018935 32.646409, -81.016033 32.63583, -81.013606 32.626939, -81.0014 32.616225, -80.997641 32.612898, -80.992567 32.610945, -80.989209 32.598105, -80.983281 32.597105, -80.983453 32.58448, -80.983611 32.572931, -80.983667 32.569466, -80.986168 32.560665, -80.987635 32.5556, -80.988316 32.553194, -80.9895655 32.548798, -80.990794 32.544613, -80.991506 32.54219, -80.984127 32.536831, -80.984225 32.53076))"
50680,50681,113943,UNKNOWN146857,TAP146875,115.0,AC; OVERHEAD,NOT AVAILABLE,0.0012745679700992,"MULTILINESTRING ((-79.1183113 33.6945379, -79.117758 33.6939749, -79.1174147 33.6936321))"
47075,47076,164336,UNKNOWN160763,UNKNOWN160764,-999999.0,OVERHEAD,IN SERVICE,0.09898326908126,"MULTILINESTRING ((-78.2562444 35.7527223, -78.255478 35.749888, -78.254873 35.747721, -78.25451 35.74644, -78.253569 35.743012, -78.25328 35.741915, -78.252954 35.740756, -78.252145 35.738457, -78.251647 35.737023, -78.250923 35.735005, -78.250609 35.734147, -78.250175 35.732809, -78.249452 35.730827, -78.248605 35.728455, -78.246987 35.723809, -78.245725 35.720247, -78.244476 35.716653, -78.243263 35.713377, -78.241898 35.709682, -78.240909 35.707015, -78.240452 35.70577, -78.239981 35.704482, -78.239085 35.702074, -78.238211 35.699704, -78.237726 35.698375, -78.236818 35.695931, -78.236559 35.69524, -78.237259 35.693955, -78.238596 35.691437, -78.240867 35.687188, -78.242738 35.683674, -78.243705 35.681841, -78.244354 35.680676, -78.244099 35.679524, -78.243811 35.678192, -78.243568 35.677047, -78.243141 35.675182, -78.244424 35.673787, -78.246002 35.67178, -78.247038 35.670749, -78.24881 35.668792, -78.249684 35.667773, -78.250609 35.666742, -78.252128 35.664971, -78.253535 35.663441, -78.2538638 35.6635793))"
16864,16865,165802,WOOLWORTH ROAD CO OP,TAP161111,69.0,AC; OVERHEAD,IN SERVICE,0.0445881414812791,"MULTILINESTRING ((-93.9025975 32.3997851, -93.902397 32.400501, -93.902399 32.403149, -93.902401 32.406102, -93.901578 32.406102, -93.900278 32.406183, -93.900284 32.407963, -93.90031 32.41276, -93.900322 32.413484, -93.900291 32.41632, -93.900276 32.417744, -93.900579 32.419145, -93.900444 32.420727, -93.900413 32.422744, -93.900409 32.423847, -93.900392 32.424907, -93.900741 32.428777, -93.900632 32.429765, -93.900339 32.431684, -93.90032 32.433127, -93.900287 32.43605, -93.900323 32.437077, -93.900317 32.439224, -93.900305 32.440191, -93.9002945 32.4422173))"
71145,71146,202823,TAP204496,UNKNOWN204497,69.0,AC; OVERHEAD,NOT AVAILABLE,0.0005203312057767,"MULTILINESTRING ((-111.4363376 47.5035705, -111.436233 47.503487, -111.4360761 47.5033778, -111.435886 47.5033329))"
54670,54671,170610,UNKNOWN110335,TAP169054,-999999.0,OVERHEAD,IN SERVICE,0.0930642829436854,"MULTILINESTRING ((-84.3787965 34.3865294, -84.3780818 34.3861605, -84.3783958 34.3857679, -84.3891819 34.390672, -84.4047379 34.4098649, -84.4047379 34.4231185, -84.4047676 34.4334632, -84.4047617 34.4350694, -84.4047498 34.4453546, -84.4117632 34.4501016, -84.4171765 34.4538552, -84.4200497 34.4557766, -84.42122 34.456045))"
85578,85579,305310,PARKER,NOT AVAILABLE,345.0,AC; OVERHEAD,IN SERVICE,0.6285320858198918,"MULTILINESTRING ((-97.6763897 32.8061332, -97.6767997 32.8056168, -97.6784632 32.8060399, -97.6803359 32.8065324, -97.6828458 32.8071675, -97.6856621 32.8078982, -97.6888933 32.8087253, -97.6920214 32.8095327, -97.6951683 32.8103481, -97.698142 32.8111044, -97.7005459 32.8117207, -97.7036927 32.8125281, -97.7067338 32.8133142, -97.7099912 32.8141481, -97.7112771 32.8124729, -97.7131384 32.8100428, -97.7149134 32.8077436, -97.7167462 32.8053594, -97.7184454 32.8031293, -97.720218 32.8008194, -97.7202377 32.8007937, -97.720579 32.800349, -97.7217428 32.7988254, -97.7234651 32.7962637, -97.7248823 32.7941602, -97.7264 32.7918727, -97.7269421 32.7888712, -97.7274523 32.7861276, -97.7280191 32.7828701, -97.7284552 32.780481, -97.728458 32.7804657, -97.7285534 32.779943, -97.7286095 32.7796272, -97.7286126 32.7796096, -97.7290635 32.7770704, -97.7295979 32.774238, -97.7300434 32.7716572, -97.7305818 32.7686754, -97.7311039 32.7657552, -97.7316061 32.7631977, -97.7320124 32.7606941, -97.7333745 32.7582543, -97.7342878 32.7566414, -97.7353184 32.7548043, -97.736527 32.7526549, -97.7369676 32.7496083, -97.7374457 32.7465794, -97.737918 32.7433576, -97.7379758 32.7429846, -97.7379795 32.742961, -97.7383532 32.7405476, -97.7387998 32.7375612, -97.7392549 32.7344191, -97.7396185 32.7321101, -97.7400021 32.7296411, -97.740423 32.7267074, -97.7408237 32.7240103, -97.7413105 32.7207848, -97.7417056 32.7178568, -97.7403856 32.7161736, -97.7390101 32.7144259, -97.7395151 32.7114471, -97.7400189 32.7086215, -97.7405315 32.7055665, -97.7410553 32.7024063, -97.7415791 32.6994266, -97.7421174 32.6962777, -97.7426185 32.6933745, -97.7431452 32.6902035, -97.7436663 32.6870884, -97.7440698 32.684725, -97.744525 32.682065, -97.7450433 32.6790671, -97.7455327 32.6760994, -97.7471162 32.6733761, -97.748585 32.6706139, -97.7501424 32.6678569, -97.7514166 32.6654539, -97.7527702 32.6630134, -97.7542903 32.6602779, -97.7555327 32.6580316, -97.7568209 32.6557155, -97.7579917 32.6536142, -97.7599466 32.6509239, -97.7618733 32.6482265, -97.7638998 32.6454044, -97.7658293 32.6427841, -97.7676416 32.6402648, -97.7693821 32.637871, -97.7712143 32.6353372, -97.772806 32.6331459, -97.7747412 32.6304721, -97.776688 32.6277838, -97.7783656 32.6254667, -97.7803494 32.6227158, -97.7824422 32.6198343, -97.7844061 32.6170999, -97.7864928 32.6142259, -97.7883137 32.61173, -97.7903406 32.608918, -97.7923816 32.6061039, -97.794423 32.6032966, -97.7964443 32.6004747, -97.7979642 32.598367, -97.799404 32.5963726, -97.8010381 32.5941378, -97.8039614 32.5927161, -97.807116 32.5911991, -97.8102194 32.5896987, -97.812856 32.5884253, -97.8157733 32.5870213, -97.8185614 32.5856681, -97.8213956 32.584315, -97.8242119 32.582951, -97.8254975 32.5812237, -97.8268972 32.5793615, -97.828844 32.5767633, -97.8302467 32.574889, -97.8314522 32.5732892, -97.8330611 32.5711011, -97.8343234 32.5694245, -97.8357862 32.5674631, -97.8371033 32.5657137, -97.8384718 32.5638557, -97.8403382 32.5613539, -97.8421989 32.5588472, -97.8437646 32.5567818, -97.8457058 32.554178, -97.8470082 32.552441, -97.8488234 32.5500372, -97.85061 32.5476045, -97.8524046 32.5452014, -97.8542254 32.5427809, -97.8555621 32.5409867, -97.8558224 32.538176, -97.8561143 32.5348887, -97.8564034 32.5317247, -97.8566869 32.5285844, -97.8569303 32.5258546, -97.8571565 32.5233876, -97.8573997 32.5206286, -97.8576888 32.5175028, -97.857935 32.5148328, -97.8582271 32.5115812, -97.8585305 32.5083894, -97.8587968 32.505299, -97.8590744 32.5022715, -97.8592662 32.5000889, -97.8594667 32.4978988, -97.8596557 32.4956992, -97.8599161 32.4928527, -97.8601451 32.4903801, -97.8603627 32.4880015, -97.8605774 32.4856253, -97.8607951 32.4832515, -97.8610105 32.4808475, -97.8607665 32.4776396, -97.8605633 32.4747777, -97.8603314 32.4717803, -97.8601023 32.468701, -97.8598875 32.4658764, -97.859647 32.4633975, -97.8593893 32.4605135, -97.8591374 32.4578657, -97.8588826 32.4552232, -97.8586422 32.452588, -97.858373 32.4496257, -97.8581068 32.4470484, -97.8578892 32.4444079, -97.8575685 32.4412137, -97.8572709 32.4379231, -97.8570247 32.4353933, -97.8567928 32.4329098, -97.8565551 32.4303068, -97.8562311 32.4272352, -97.8556604 32.4243738, -97.8550449 32.421469, -97.8544301 32.4184699, -97.8543835 32.4182425, -97.8536792 32.4149823, -97.8530294 32.4118626, -97.8523509 32.4086311, -97.8516753 32.4054675, -97.851672 32.4054513, -97.8516618 32.4054019, -97.8510111 32.4022381, -97.8504271 32.3995503, -97.8497916 32.3964566, -97.8490815 32.3931228, -97.848406 32.3899611, -97.8477447 32.3867919, -97.8470405 32.3834677, -97.8463592 32.3802187, -97.8457064 32.3770488, -97.8450251 32.3738887, -97.8443323 32.3705664, -97.8438141 32.3681873, -97.8432816 32.3656052, -97.8427548 32.3631139, -97.8420506 32.3598789, -97.8415039 32.3571735, -97.8409628 32.3545515, -97.8403627 32.3517392, -97.83891 32.3497728, -97.837433 32.3477487, -97.8360961 32.3459203, -97.8345681 32.3438266, -97.8330383 32.3417251, -97.8309822 32.3389132, -97.8289504 32.3361193, -97.8274368 32.3340635, -97.8259316 32.3319918, -97.8243828 32.3298625, -97.8222919 32.3269911, -97.8203308 32.3242248, -97.8185247 32.3217131, -97.816963 32.3194426, -97.8155907 32.3174301, -97.8141829 32.3153601, -97.8122787 32.3125588, -97.8105021 32.3099568, -97.809067 32.3078453, -97.8071097 32.3049867, -97.8053674 32.3024473, -97.8035369 32.2997262, -97.800595 32.2994677, -97.7976162 32.2992356, -97.7947894 32.299077, -97.7946557 32.2990647, -97.7925405 32.2988849, -97.7902323 32.2985978, -97.7898611 32.2977731))"
63443,63444,103268,CASS COUNTY,NOT AVAILABLE,345.0,OVERHEAD,NOT AVAILABLE,0.0022840975595522,"MULTILINESTRING ((-95.966489 40.9489596, -95.964205 40.948983))"
71510,71511,203299,TAP204818,UNKNOWN201302,161.0,AC,NOT AVAILABLE,0.0084150872993512,"MULTILINESTRING ((-114.3969033 42.6029631, -114.4025601 42.5982674, -114.4032442 42.5974534))"
10867,10868,140622,EAST NEW BRITAIN,TAP136483,115.0,AC; OVERHEAD,IN SERVICE,0.0528955473699707,"MULTILINESTRING ((-72.7517499 41.7175561, -72.7516748 41.7172098, -72.75074 41.7172718, -72.7498843 41.7156701, -72.7492459 41.7144367, -72.7483689 41.712805, -72.7474806 41.7110519, -72.7468847 41.7098945, -72.7476793 41.7090733, -72.7483798 41.7083621, -72.7490712 41.7074863, -72.7498841 41.7062761, -72.7504977 41.7055176, -72.7513294 41.7046208, -72.7521265 41.7037754, -72.7518273 41.7026129, -72.7515029 41.7013983, -72.7512192 41.7003556, -72.7508368 41.6989229, -72.7503125 41.6969607, -72.7498699 41.6953097, -72.7498075 41.6942731, -72.7498118 41.6929029, -72.7498126 41.6891161, -72.749776 41.6872393, -72.749814 41.6857178, -72.7498399 41.6844094, -72.7498566 41.6830613, -72.7499539 41.681534, -72.7500875 41.6803526, -72.7502865 41.6791452, -72.7505449 41.6778901, -72.7508488 41.6766792, -72.751183 41.675483, -72.7515887 41.6742743, -72.7520111 41.6731065, -72.7523348 41.6722996, -72.7530459 41.6705743, -72.7533384 41.6699248, -72.7535633 41.6699069, -72.7537086 41.6701541))"
1246,1247,142363,CHISAGO,KOHLMAN LAKE,345.0,AC; OVERHEAD,IN SERVICE,0.6059371066934526,"MULTILINESTRING ((-92.9125593 45.4615793, -92.9123124 45.4609632, -92.9103628 45.4609189, -92.9086225 45.4608138, -92.9085807 45.4580259, -92.9084961 45.4554263, -92.9084221 45.4525, -92.9082634 45.449589, -92.9079626 45.4485443, -92.9073859 45.4465411, -92.9074176 45.4433879, -92.9072802 45.4404383, -92.9071533 45.4371072, -92.907055 45.4346, -92.9069383 45.4319721, -92.9068421 45.4292196, -92.9067727 45.4265196, -92.9066776 45.4209614, -92.9066353 45.4182116, -92.9065718 45.415447, -92.9065189 45.4123891, -92.906466 45.4098837, -92.9063711 45.4066762, -92.9076579 45.4040585, -92.908969 45.4014268, -92.9102695 45.398795, -92.9115911 45.396126, -92.9129234 45.3934678, -92.9142238 45.3907911, -92.9155774 45.3881256, -92.9162351 45.3852229, -92.9169012 45.3823713, -92.9175885 45.3794862, -92.9182864 45.376545, -92.9189631 45.373548, -92.9196398 45.37064, -92.9203798 45.3673941, -92.9210459 45.364731, -92.9213944 45.3631954, -92.9217394 45.3616748, -92.9217446 45.3590194, -92.9218079 45.3556427, -92.9218291 45.352392, -92.9218819 45.3492379, -92.9219242 45.3460091, -92.9219665 45.3430516, -92.9220406 45.3400008, -92.9221041 45.3367082, -92.9221357 45.3333928, -92.9220829 45.3303193, -92.9221145 45.3272757, -92.9221674 45.3242723, -92.9221674 45.3216108, -92.9222097 45.3185146, -92.9222626 45.3156297, -92.922278 45.3127784, -92.922305 45.309464, -92.9206593 45.3074206, -92.9186929 45.3048627, -92.9166627 45.3022523, -92.9148335 45.299917, -92.912613 45.2970609, -92.9105089 45.2944466, -92.9087116 45.2921037, -92.9066167 45.2894576, -92.9041199 45.2868712, -92.9021321 45.2848439, -92.8997625 45.2824325, -92.8971288 45.2801178, -92.8946654 45.2779121, -92.8918423 45.2753601, -92.8893996 45.2731724, -92.886862 45.2709586, -92.8842717 45.2686373, -92.8817129 45.2663377, -92.8791225 45.2640531, -92.8768494 45.2619992, -92.8733916 45.258914, -92.8707448 45.2566053, -92.8732417 45.2545828, -92.8758629 45.252544, -92.8788545 45.250371, -92.8818573 45.2482049, -92.8846275 45.2461912, -92.8876831 45.2439878, -92.8907072 45.2418064, -92.8936833 45.2396345, -92.8966582 45.2374721, -92.8995486 45.2353966, -92.9025017 45.2332637, -92.905628 45.2309997, -92.9086289 45.2288226, -92.9117215 45.2266017, -92.9146838 45.224559, -92.9177898 45.222254, -92.9178021 45.2191678, -92.9177775 45.2160618, -92.917753 45.2129906, -92.9177775 45.2099276, -92.9177343 45.2068717, -92.9152801 45.2039588, -92.9131005 45.2014884, -92.9131972 45.1983773, -92.9131853 45.1957307, -92.9131966 45.1925773, -92.9131966 45.1894117, -92.9131629 45.1862658, -92.9131517 45.1831239, -92.9131629 45.179958, -92.9131741 45.1771117, -92.9131404 45.1742221, -92.9131404 45.1713523, -92.9131517 45.1685097, -92.9131293 45.1656354, -92.9131181 45.1624912, -92.9137006 45.1598292, -92.9143959 45.1567609, -92.9149679 45.1541668, -92.9157416 45.1507224, -92.9164498 45.1475316, -92.9163311 45.1445761, -92.9161769 45.1415694, -92.9160109 45.1385923, -92.9158924 45.1355187, -92.9157311 45.1324246, -92.9156315 45.1292332, -92.9155605 45.1275349, -92.915499 45.1260011, -92.9153821 45.123744, -92.9153091 45.1214356, -92.9152628 45.1185345, -92.915197 45.1157928, -92.9151349 45.1128728, -92.9150805 45.110221, -92.9150107 45.1076651, -92.9149564 45.1048404, -92.9148865 45.1022129, -92.9148321 45.0996621, -92.9147545 45.0962697, -92.9146768 45.0936941, -92.9146535 45.0905485, -92.914607 45.0873996, -92.9145759 45.0842451, -92.9145449 45.081655, -92.914506 45.0791473, -92.9145139 45.0766806, -92.9145449 45.0738354, -92.9145605 45.0714093, -92.9145682 45.0686567, -92.9145605 45.0667267, -92.9145759 45.0648131, -92.9145605 45.0621341, -92.9145293 45.0595293, -92.914475 45.0568173, -92.9144284 45.0535762, -92.9143742 45.0506475, -92.9143508 45.0474993, -92.9143197 45.0444249, -92.9142887 45.0418521, -92.9142499 45.0392878, -92.9142576 45.0364341, -92.914959 45.034096, -92.9176967 45.0341338, -92.9218697 45.0341086, -92.926043 45.0341011, -92.9306778 45.0340935, -92.9353127 45.0341011, -92.9399585 45.0340707, -92.9446039 45.0340479, -92.9496784 45.0340556, -92.9550642 45.0340556, -92.9627717 45.0340935, -92.9659467 45.0337372, -92.9707584 45.0338735, -92.975485 45.0340175, -92.9796325 45.0346612, -92.9838545 45.0353292, -92.9881584 45.0353444, -92.9931934 45.0344872, -92.9974685 45.0341313, -93.0020785 45.0340556, -93.006863 45.0340935, -93.0115087 45.0340783, -93.0162402 45.0340935, -93.0210576 45.0340707, -93.0260891 45.0340707, -93.0302307 45.0340858, -93.034383 45.0340556, -93.0364861 45.0340479, -93.0380927 45.0340334, -93.03916 45.0343922))"
21950,21951,105995,UNKNOWN107738,TAP154804,161.0,AC; OVERHEAD,IN SERVICE,0.1603711354600161,"MULTILINESTRING ((-90.449108 35.5245943, -90.4506099 35.526069, -90.452311 35.52752, -90.453055 35.528154, -90.454117 35.5290609, -90.4549389 35.529315, -90.4557179 35.5295549, -90.4779549 35.536411, -90.4848599 35.53854, -90.488153 35.539555, -90.4893469 35.5399229, -90.4909979 35.5403988, -90.4921297 35.5409809, -90.493068 35.5416532, -90.4934073 35.5488191, -90.4938451 35.5570901, -90.4941979 35.5647279, -90.4943876 35.5686257, -90.4945208 35.5719284, -90.4950989 35.5866079, -90.4955139 35.6012589, -90.4955209 35.601517, -90.4955379 35.6016439, -90.4960913 35.6070398, -90.497262 35.6085626, -90.4971763 35.6162435, -90.4977189 35.620431, -90.4977289 35.620666, -90.498095 35.628553, -90.4984099 35.6353719, -90.49874 35.642512, -90.4992299 35.6531759, -90.4992349 35.6532119, -90.4997652 35.653287))"
79089,79090,211328,TAP209212,TAP209213,115.0,AC; OVERHEAD,NOT AVAILABLE,0.1600912133422357,"MULTILINESTRING ((-118.8711783 46.2841546, -118.873784 46.284166, -118.875172 46.2841927, -118.8796692 46.2842213, -118.8858082 46.2842784, -118.8873405 46.2842879, -118.8894249 46.2843069, -118.8909002 46.2842974, -118.8978673 46.2843355, -118.9068331 46.2843926, -118.9128579 46.2844497, -118.9186923 46.2845163, -118.9276772 46.2845544, -118.9303517 46.2845734, -118.9305991 46.2896655, -118.9308371 46.2937772, -118.931037 46.2978984, -118.931075 46.2989168, -118.9311036 46.2999638, -118.9311417 46.3020482, -118.9311226 46.3050082, -118.9311036 46.3070355, -118.9310846 46.3102335, -118.9311131 46.3133649, -118.9310941 46.3173338, -118.9311417 46.3197419, -118.9311226 46.3255287, -118.9311321 46.3306303, -118.9310941 46.3316582, -118.931075 46.3337521, -118.9309989 46.337683, -118.9309703 46.342242, -118.9309513 46.3433271, -118.9309703 46.3485238, -118.9309894 46.3523595, -118.9309894 46.3553767, -118.9309894 46.3576324, -118.9391842 46.3577466, -118.9466177 46.3578323, -118.9520714 46.3579846, -118.9520143 46.3605163, -118.9519477 46.3638476, -118.9519831 46.3647321))"
